id,value,category,label,info
3834,2,event,Lost Yinglian in Lantern Festival,"Xiangling's original name is Zhen Yinglian. She was born in Gusu, a rich and romantic place in the first and second grade. Her mother, Feng, was virtuous and wise. Her father, Zhen Shiyin, was solemn and innocent, and was a local prominent family. The couple, who are fifty years old, have no children, only one daughter, and their nickname is Yinglian. Yinglian ""was born with pink makeup and jade, and she feels happy"", and the whole family loves her very much. It should be said that Yinglian is happy and beautiful living in such a family. Unfortunately, on the Yuanxiao Festival when she was five years old, Shiyin ordered her family to carry her to watch the lights. In the middle of the night, Huo Qiyin gave up his family and placed Yinglian on the threshold of the family's house. When he came back, Yinglian disappeared. The whole family searched everywhere, but there was no news. Yinglian had been abducted by her son and went to another place."
3835,2,event,Leng Zixing's speech at Rongguo Mansion,"It roughly introduces the situation of the main family members of Ningrong’s two mansions. The second is to point out the current depressing situation and the crisis facing the Jia mansion, revealing that such a family of bells and tripods, whose children and grandchildren are now worse than those of the generation. These provide inspiration for us to understand that novels are about the decline of a feudal family in the ""end of the world""."
3836,2,event,Wood and stone front alliance,"In ""Dream of Red Mansions"", the misunderstanding between Jia Baoyu and Lin Daiyu is the wood refers to the magic grass of the Crimson Pearl in Daiyu's previous life, and the stone refers to the stubborn stone in Baoyu's previous life. Shenying served with nectar water irrigated the Crimson Pearl Grass, so that it could be replaced by human form and cultivated into a female body, named Crimson Pearl Fairy. In order to repay the virtue of irrigation, Fairy Jiangzhu would rather follow Shen Ying's servant to come to earth to go through disasters and return his tears to him for the rest of his life. However, a stubborn stone that had nothing to do with this matter intervened and mistakenly brought the tears of the Crimson Pearl, causing the Crimson Pearl to die. The story begins with two myths, which exudes the causal relationship between Buddhism and Taoism and the theme of life as a dream. However, the ""Fushi Front Alliance"" in Baoyu's mouth was just a wishful misunderstanding, which had the effect of a wake-up call. It was the author's bitter advice: Let go of his love and his life is like a dream."
3837,3,event,Xian Xiren is coquettish and sarcastic.,"Shi Xiangyun was playing in the Jia Mansion and slept with Lin Daiyu at night. Jia Baoyu got up early and ran to Lin Daiyu's room, asking Shi Xiangyun to comb his hair. Xiren told Jia Baoyu: A boy always runs to a girl's room, which is not good. Xue Baochai felt that Xiren was knowledgeable. Jia Baoyu was talked about by Xiren and Xue Baochai, and was very unhappy. He ignored Xiren all day long. Xiren thought that he could only persuade him slowly."
3838,3,location,Xiaoxiang Pavilion,"Daiyu's residence. The pen name of Daiyu's poem is Xiaoxiang Concubine, which is Cao Xueqin's praise for the character Daiyu."
3839,3,location,Hengwuyuan,"Xue Baochai's residence is titled ""Hengzhi Qingfen"". Baochai also received the poem title ""Hengwu Jun"". Hengwu Garden is not far from the main hall, and next to Qinfang Pool, it is a place that is ""tasteless"" outside and ""elegant"" inside. Through the method of suppressing one's desire to promote one's first, the author implies that Baochai is stupid and clumsy on the outside, naturally cute on the inside, and close to Buddhism and Taoism."
3840,2,location,Warm fragrance dock,"Xichun's residence. Nuanxiangwu is located in the western half of the Grand View Garden. To the north is Daoxiang Village where Li Wan lives, and to the south is Xue Baochai's Hengwu Garden."
3841,3,location,Pearl of Jinlou,"Jia Yingchun’s residence. There is a courtyard in the east of the Grand View Garden, with water on the west side and mountain on the east side. The building in the west of the courtyard is Zilingzhou, the main hall of the north side, which is the Jinlou."
3842,3,location,Daoxiang Village,"Li Wan's residence. Turning around the mountain, a yellow mud wall was faintly exposed, and the walls were covered with rice stems. There are hundreds of apricot blossoms, like a fire-breathing clouds. There are several thatched huts inside, but outside there are mulberry and hibiscus outside. There are new branches of trees of various colors. Following the twists and turns, two green fences are weaving. Below the hillside outside the fence, there is a earth well, next to it is an orange pulley; below it is divided into acres of ridges and acres, with good vegetable flowers, endless."
3843,2,location,Fengzao Palace,"Yuanchun's residence to visit relatives."
3844,3,location,Autumn Shuangzhai,"Jia Tanchun’s residence in the Grand View Garden. The plaque is inscribed with the ""Tung Chops Autumn Wind"". ""Zhai"" means study. The vegetarian hall is more important than the hall, and only the energy is stored and convergent, which covers the secret place of hiding and cultivating, so the style should not be open and displayed, and it is full of a strong atmosphere of books."
3845,4,location,Yihongyuan,"Jia Baoyu's residence. When the test questions were correct, Baoyu was titled ""Red Fragrance and Green Jade"", which was designed to plant banana beans. When visiting relatives at Lantern Festival, Yuanchun did not like the word ""xiangyu"" (because it implies Daiyu), so it was changed to ""Yihong Kuai Green"", and was named ""Yihongyuan"", and Baoyu was named ""Yihong Gongzi""."
3846,2,location,Yangcui'an,"Miaoyu’s practice place in the Grand View Garden is a nunnery with a scenic spot in the garden. Later, Xichun became a monk and lived here. The book does not describe this architectural layout, but only points to the three places: mountain gate, Dongzen Hall, and ear room. Among them, the red plum in the Changcui Temple is deeply impressed by the readers."
3847,2,location,Rikayuan,"When Baochai first entered the Jia Mansion, she lived in Lixiangyuan. After the Jia Mansion built the Grand View Garden, ""Aunt Xue moved to a quiet house in the northeast. He had already moved Lixiangyuan out and repaired it separately, so he ordered the teacher to teach female dramas here"" (Chapter 18), and Lixiangyuan became the residence of twelve female actors including Lingguan. Later, the female opera troupe in the Grand View Garden was dismissed, and Lixiangyuan also temporarily served as the place where You Erjie was stopped (Chapter 69)."
3848,16,location,Rongguo Mansion,"The residence of Duke Rongguo. Duke Rong Guojia Yuan was his younger brother. After his death, his son Jia Daishan inherited his title. Jia Daishan's wife was Jia Mu and Shi Taijun. Jia Daishan gave birth to two sons and a daughter, namely: Jia She, Jia Zheng and Jia Min. After Jia Daishan's death, his eldest son Jia She (wife: Mrs. Xing) attacked the title."
3849,7,location,Ningguo Mansion,"The residence of the Duke of Ningguo. Ning Guogong Jia Yan was his elder brother, and after his death, his son Jia Daihua attacked his title. After Jia Daihua's death, his son Jia Jing inherited the title. Jia Jing had a son and a daughter, his son was Jia Zhen and his daughter was Xichun. After Jia Jing's death, his son Jia Zhen (wife: Youshi) attacked the title."
3850,9,location,Suzhou,"The place name in ""Dream of Red Mansions"" is Gusu City. Lin Daiyu’s ancestral home."
3851,9,location,Grand View Garden,"The Jia family built a villa and garden for the Yuan Concubine to visit her relatives."
3852,2,location,Xuanzhen Temple,"In ""Dream of Red Mansions"", Jia Jing practices and alchemy."
3853,7,location,Suburbs of Beijing,"Located outside the capital, Liu Laolao's house is located."
3854,2,location,Yangzhou,"The place where Lin Daiyu was born was also where Lin Ruhai donated the museum."
3855,31,location,Jinling,"Jinling is today's Nanjing. Jia Mu's ancestral home."
3856,11,location,Beijing,"The capital in ""Dream of Red Mansions"" refers to Chang'an."
3857,1,location,Huzhou,"The author's virtual place name, Zhiping: ""Hu Zou is."""
3858,2,location,Hulu Temple,"The disciple of Yingtian Mansion was once the little sand monk in the Hulu Temple. Jia Yucun lived for a while when he was frustrated. In Suzhou City."
3859,2,location,South China Sea,"In ""Dream of Red Mansions"", where Jia Tanchun married far away."
3860,1,location,The illusory realm,"Taixu Illusion, the daughter’s fairyland in ""Dream of Red Mansions"", the Master of the Illusion Fairy. It is located above the Lihentian and in the sea of ​​Guanchou, the Fenchun Mountains Qixiang Cave appears to Zhen Shiyin and Jia Baoyu in the form of a dream."
3861,1,location,Datong Mansion,"In ""Dream of Red Mansions"", Jia Yingchun's husband Sun Shaozu is from Datong Prefecture, Shanxi."
3862,3,location,Changmen,"A prosperous place in Suzhou, ""Dream of Red Mansions"" writes: It is the most prosperous place in the world."
3863,52,person,Jia Baoyu,"The prince who was born with jade in Rongguo Mansion, the second son of Jia Zheng and Mrs. Wang, was praised as the pearl in his hand and had high hopes for him, but he embarked on the road of rebellion, hated the eight-legged essay, criticized Cheng and Zhu Neo-Confucianism, and named those who studied and worked as officials ""National Traitor Luzhu"". He does not like ""serious books"", but prefers ""miscellaneous books"" such as ""Peony Pavilion"" and ""The West Chamber"". He hangs out with the girls at home all day long, loves them for their beauty and purity, and mourns their tragedy of life."
3864,8,person,Jia Daishan,"Duke Rong Jia Yuan was the younger brother of Duke Ning Guo Jia Yan. After Jia Yuan's death, his son Jia Daishan took over his title. Jia Daishan’s wife is Jia Mu (also known as Shi Taijun). Jia Daishan gave birth to two sons and multiple daughters, the names of which were: Jia She, Jia Zheng and Jia Min. After Jia Daishan's death, his eldest son Jia She (wife: Mrs. Xing) attacked the title."
3865,5,person,Jia Daihua,"Jia Yan's eldest son, the father of Jia Fu and Jia Jing, and the governor of the Jingying, hereditary first-class general of divine power."
3866,4,person,Jia Fu,"Jia Daihua's eldest son and Jia Jing's brother. He died at the age of eight or nine."
3867,6,person,Jia Jing,"The grandson of Ningguo Duke Jia Yan, the second son of Jia Daihua, the first-class general of Shenwei, the father of Jia Zhen. He was a Jinshi of Yimao, but he was always good at Taoism. He practiced in Xuanzhen Temple in Duwai, burned elixirs and refined mercury, ignored everything else, and indulged his family in doing whatever he wanted. Later, he died of burning secret cinnabar. After his death, he was awarded the position of fifth rank."
3868,15,person,Jia She,"His courtesy name is Enhou, the grandson of Duke Rong, the eldest son of Jia Daishan and Jia Mu, the husband of Mrs. Xing, and the father of Jia Lian and Yingchun. He was a shameless person. He inherited the title of first-class general. He is lustful by nature and has a concubine. He usually acts according to the official position and is not rude. He was dissatisfied with Jia Mu's favor to his younger brother Jia Zheng, and he was in harmony with Jia Mu and Jia Zheng. The last descendants of this shameless feudal class were finally seized, their property was removed from their posts, and they were far away from the capital and exiled to the border."
3869,twenty four,person,Jia Zheng,"His courtesy name is Cunzhou, the second son of Jia Mu and Jia Daishan, Jia Baoyu's father, Lin Daiyu's uncle, and Xue Baochai's uncle. He was the highest ruler in Rongguo Mansion except Jia Mu. However, like Jia Mu, he did not often manage the civil affairs of the mansion. He only read books and chess every day and chatted with the Qing Guests. He was a veritable hand-off manager. He did not like a prosperous and luxurious life. He also had the intention of returning to the farm and seclusion when visiting the Grand View Garden. He liked studying since childhood, but was not born with a square and rigidity. Before he became an official, he was ""also a person who was rich in poetry and wine"", but ""everything was to shine the family and glorify his ancestors"", so he attached importance to reading and made progress and returned to the right path. He is upright, humble and kind, has a straightforward character, and a clean and honest voice. Respecting the virtuous and inferior people, helping the weak and supporting the dangers, has the style of ancestors, but it is not pedantic. He was filial to Mother Jia and wanted to strictly discipline his children. He wanted to be a good official, but he was not familiar with the worldly affairs and only bowed and bowed. He sat down all day long, like a clay sculpture, and was deceived and made him notorious."
3870,11,person,Jia Rong,"Jia Zhen's son is a boy of sixteen or seventeen years old, with a handsome face, handsome figure, light fur and beautiful clothes. He was originally a prison student. After his wife Qin Keqing died, in order to be more glorious at the funeral, his father Jia Zhen spent 1,200 taels of silver to donate a fifth-rank Dragon Prisoner to him. Jia Rong has a pretty face and is very good at figure, but she is as desolate and shameless as her father Jia Zhen in life."
3871,7,person,Jia Qiang,"The decent great-grandson of Ningguo Mansion. His parents died early and lived with Jia Zhen since childhood. They were more romantic and handsome than Jia Rong. Although I go to school every day, I just hide my eyes and still fight cocks and dogs, enjoying flowers and reading willows. With Jia Zhen on top and Jia Rong on the bottom, he became more arrogant. Later, he became the chief manager of Lixiangyuan, a small opera troupe of the Jia family, and was in love with Xiaodanling official."
3872,4,person,Jia Lan,"The son of Jia Zhu and Li Wan. Regarding Jia Lan's ending, the description in the last 40 chapters compiled by Gao E is: Jia Lan passed the 137th Juren exam after becoming an adult."
3873,19,person,Jia Zhen,"Jia Jing's son and Jia Yan's great-grandson. The hereditary third-rank rank general Weilie. Life is luxurious and extremely lustful. Although he has one wife and two concubines, he still has an ambiguous relationship with his daughter-in-law Qin Keqing and his wife and sister You Erjie. After Qin Keqing died, he criedly asked Mrs. Wang to let Wang Xifeng take care of the funeral, and asked her to ""do whatever she likes"", and arranged a waste. For the funeral scenery, she specially spent 1,200 taels of silver to donate a fifth-rank Dragon Prison to his son Jia Rong. The luxury of the daughter-in-law's funeral also proved the improper relationship between them. Later, due to his many evil deeds, he was dismissed from his post and was exiled to the border."
3874,25,person,Jia Lian,"Jia She's eldest son, Mrs. Xing has no children, half-sister Yingchun, wife Wang Xifeng, and daughter Qiaojie. He donated a position as a Tongzhi and did not like to study and seek official positions. Living in Rongguo Mansion, he and his wife Wang Xifeng helped with Rong Mansion housework, is the most capable and capable person among the men in the Jia Mansion. His biggest shortcoming is his lust, but he is not as hard as Jia Zhen, Xue Pan and others. My daughter Qiaojie has smallpox and wants her husband to separate her house according to superstition. As soon as he leaves Wang Xifeng, she finds ""Duo Girl"" to mess around. When Wang Xifeng went to a birthday party, he hooked up Bao Er's wife. When he met You Erjie, he was greedy for his beauty and deceived him into marrying him as a second wife. But his father Jia She praised him for his ability and gave him his maid Qiutong. From the fact that he disagreed with Jia Yucun's failure to ruin Shi Daizi for a few fans, treating You Erjie's death sincerely, and dissuading Wang Xifeng to give Caixia to Wang'er's son with bad moral character, it can be seen that he is sympathetic and has a bottom line in his work, and does not exploit others as a prince of his aristocratic family. His relationship with Wang Xifeng changed from being harmonious and beautiful at the beginning to being in the same bed and having a different dream, which can be seen as Wang Xifeng's tragedy and his tragedy."
3875,4,person,Jia Cong,"Jia She's son."
3876,12,person,Jia Zhu,"Jia Zheng's eldest son, Yuanchun and Baoyu, was born to Mrs. Wang. He married Li Wan and raised his son Jia Lan. He was a late character in ""Dream of Red Mansions""."
3877,10,person,Jia Huan,"He is a half-brother of Jia Baoyu, and his mother is Jia Zheng's concubine, Aunt Zhao. Jia Huan is quite naughty and plays with the girl Ying'er while playing Go. Jia Huan hated his brother Jia Baoyu very much and framed him many times. He deliberately turned over the candlestick and burned Baoyu. After the Jin Chuan jumped into the well, he falsely accused Baoyu, causing Baoyu to be beaten by Jia Zheng. Jia Huan was often treated unfairly and became jealous; although Jia Huan acted roguely, he was considered a scholar and had a little talent."
3878,8,person,Jia Huang,"The Jia family’s “Yu” generation is the husband of the eldest grandmother of Huang, and Jin Rong’s uncle. Far less prosperous than Ning Rong's two palaces, the couple only guards some small industries. The middle of the tenth chapter says: ""I often go to Ningrong's two mansions to ask for help, and I will flatter Feng Jie'er and Youshi, so Feng Jie'er and Youshi also often support him so that I can live like this."" Please be kind and flattery, which particularly seemed to be the trend of flattering and flattering horses in the Ningrong Mansions at that time."
3879,5,person,Jia Yan,"The brother of Duke Rong, Jia Yuan, was named Duke Ning by the court, and had four sons under him (the book only mentioned the eldest son Jia Daihua). After his death, the eldest son Jia Daihua inherited his title. Jia Yan and Jia Yuan were the founders of the Jia family business."
3880,4,person,Jia Yuan,"Ningguo Duke Jia Yan's younger brother was named Rongguo Duke by the court. He is the younger brother of Ningguo Duke Jia Yan, the grandfather of Jia Zheng and Jia She, and the great-grandfather of Jia Baoyu. Jia Yuan was named Duke Rong by the court, and his eldest son Jia Daishan inherited his title after his death."
3881,10,person,Qin Zhong,"The name is Jingqing. Qin Ye got his son when he was fifty-three years old and Qin Keqing's younger brother. He was born with beautiful eyebrows, pink face and red lips, handsome figure, romantic behavior, and timid and shy appearance. Qin Zhong was timid and had not recovered from illness. He was beaten and beaten. Now he saw that his father was angry and he had many more diseases and died within a few days."
3882,4,person,Prince Teng,"The descendants of the princes and dukes of the county, including Mrs. Wang, Aunt Xue, and Wang Zisheng's brother. He was the governor of Jingying, and later promoted to the commander of nine provinces. He was ordered to investigate the border and was promoted to the inspection of nine provinces. After the Bao Er family hanged himself, they blocked their relatives from appealing and tried the Zhang Hua case by the Censorate. Wang Xifeng relied on Wang Ziteng's power. He also received a loan guarantee and introduced Yucun to Beijing because Jia Yucun privately broke the murder case in Jinling."
3883,7,person,Son of the Prince,"Wang Xifeng's grandfather."
3884,4,person,Wang Ren,"Wang Ren is Wang Xifeng's brother and Jia Qiaojie's uncle. Wang Ren actually means ""forget-ren"", which means he is a villain who forgets benevolence and righteousness. Later, the Jia family fell, and Wang Ren actually sold his niece Jia Qiaojie to the fireworks and willow alley, which almost hurt her for the rest of her life. Fortunately, Liu Laolao rescued her."
3885,17,person,Xue Pan,"His courtesy name was Wenlong (also written as ""Wenqi""), nicknamed ""Daibawang"", the son of Aunt Xue and the brother of Xue Baochai. Because he lost his father at a young age, his widowed mother was indulging indulging in love with him, and he could only fight cocks and ride horses all day long and travel around the mountains and rivers. Xue Pan is willful and angry, and his nickname is dumb. However, Xue Pan also values ​​loyalty."
3886,5,person,Xue Ke,"The son of the imperial Shang Dynasty, the nephew of Aunt Xue, Xue Baoqin's brother, and Xue Baochai's cousin."
3887,2,person,Shi Nai,"The second grandson of the Shangshu Ling and the second grandson of Shi Gong (that is, the second son of Shi Gong's eldest son), the brother of Shi Ding, the uncle of Shi Xiangyun, and the nephew of Jia Mu."
3888,2,person,Shi Ding,"Shi Xiangyun's uncle and Jia Mu's nephew."
3889,6,person,Son of Shihou,"Jia Mu's brother."
3890,8,person,Liu Xianglian,"Also known as Lengmian Erlang, he was originally a child of a noble family. His parents died early and failed to study. He is generous in character, cool and good at playing guns and swords, gambling and drinking, and even sleeping in flowers and willows, playing flutes and zithers, doing everything. He is beautiful and is an amateur drama actor. He likes to play dramas the most and is good at acting in Shengdan Fengyue opera. He is best matched with Baoyu in books. Once, when everyone was at a banquet, Xue Pan flirted with him after drinking, but was deceived by him to Weizikeng outside the North Gate (now Deshengmen), and beaten to death. Afterwards, he left a foreign land. Later, he saved Xue Pan on the road and became brothers with Xue Pan. This shows his innocent heart. Be sloppy and irresponsible."
3891,9,person,Jiayu Village,"Jia Yucun is a concise figure who reminds readers with ""fake language village language"" and leads the full text. Jia Yucun, whose name is Hua, is named Shifei, and is also called Yucun, so it is called ""Faoyucun"". He was originally from Huzhou and was born in a family of officials. But by his time, his ancestors had already been exhausted and his population had declined, leaving him alone. He wanted to go to Beijing to seek fame and fortune, but his bag was empty, so he had to temporarily settle down in the gourd temple in Gusu city, selling articles and writings every day to make a living. Later, because of Zhen Shiyin's help, he had the money to go on the road, passed the imperial examination and became a prefect. Soon after, he was dismissed for his greed and favoritism and was hired to Lin Ruhai's house as Lin Daiyu's enlightenment teacher. With the strong help of Jia Zheng, he was restored to his post, but he was not upright and sentenced a ""gourd case"" (a ""confused case""). Later, this case was known to the world because ""because he thought the gauze hat was small, he caused the shackles."""
3892,4,person,Jia Rui,"The eldest grandson of Jia Dairu, the Jiafu Yi School. He was greedy for cheapness and lustful, and bullied his sister-in-law, and died in the ""Love Scene Game"" set up by Wang Xifeng."
3893,6,person,Jiang Yuhan,"A famous actor in the Zhongshun Prince's opera troupe, he is good at singing the little Dan and his nickname is Qi Guan (also known as chess official). Jia Baoyu once gave a jade pendant and a pinehua sweat scarf to Xiren. Jiang Yuhan gave a big red sweat scarf to the Queen of Qianxiang Kingdom given by King Beijing. The Jia family was completely defeated and backward, and Jiang Yuhan married Xiren, the eldest maid in Baoyu's room. After the Jia family was raided, Jiang Yuhan and his wife supported the poor Jia Baoyu and his wife. Jiang Yuhan is charming and gentle, responds randomly, and is very polite."
3894,7,person,Jia Yun,"He has a long face and a long figure, and is very gentle and elegant. His father died early, and because of Jia Baoyu's joke, ""Like my son"", he said cleverly: ""If Uncle Bao doesn't think his nephew is stupid and recognizes him as his son, it is my fortune."" Jia Yun, a member of the Jia family, and the son of the fifth sister-in-law in the west corridor. In order to go to Rongguo Mansion to do things, he flattered Fengjie and praised her for being able to give her spices. He got a position in charge of flowers and plants. In order to climb into the center of the Jia family, he did not hesitate to recognize Baoyu, who was a few years younger than him, and gave him two pots of white begonia. He is also a person who values ​​love and friendship. The Jia family was backward and helped Baoyu and Fengjie who were in trouble, and fell in love with the girl Xiaohong. After picking up her handkerchief, they gradually fell in love and staged a love story that was as pure and beautiful as Bao and Dai's love."
3895,2,person,Ni Er,"Jia Yun's neighbor, nicknamed Zui Jingang, is a ruffian, ""but he is used by others, and he is quite famous as a righteous hero."" Therefore, the author specially sets up a chapter titled ""Zui Jingang, Luck of Wealth and Gives Righteous Heroes""."
3896,5,person,Lin Ruhai,"The descendants of the Lin family in Gusu married Jia Min (already died of illness before Lin Ruhai), and had a son. They disappeared at the age of three, with only one daughter, Lin Daiyu."
3897,2,person,Jiao Da,"He has performed three or four times with Ning Guogong Jia since he was a child, and once carried his dying master out of the crowd of dead people. There was no food to eat, so he went to steal something for his master to eat while hungry. There was no water to drink, so he drank the horse's urine himself and gave the master half of the water he got. Due to his past merits and affection, the masters of Ning Mansion looked at him differently, and it was not difficult for him to do so. He hated the decayed life of the descendants of Ningguo Mansion, and only he dared to scold them after getting drunk: ""Every day, the one who steals dogs and plays with chickens, the one who climbs up ashes, and the one who raises his brother-in-law raises his brother-in-law."" The servants were so scared that they tied him up and filled his mouth with soil and horse manure."
3898,2,person,Qin Ye,"Qin Zhong’s biological father, Qin Keqing’s adoptive father. His name has a hidden meaning, which is ""love evil"". He was appointed as the founder of the Ministry of Works, and his wife died early, and the reason was that it had something to do with the Jia family, so he betrothed his adopted daughter to Jia Rong. I got the Qin Bell above fifty-day, so I had a high expectation for my son. Even though the official was short of money, he still put together a group of 24 liangzhi to pay respect and tribute to him, and personally brought Qin Zhong to visit Confucianism. This is very similar to that of modern people. It is: if I had known that I would be free and frugal in the future, I would not have been able to study wrongly today. When he found out that Shuiyue'an had a private search for Qin Zhong, he was so angry that he died of an old illness."
3899,2,person,Prince,"Mrs. Wang’s grandfather."
3900,3,person,The son of Jia Dairu,"The son of Jia Dairu."
3901,1,person,Grandson of Xue,"Grandson of Xue Gong."
3902,3,person,Shi Hou,"In Dream of Red Mansions, Shi Hou is the father of Shi Xiangyun's grandfather and has two children, namely Shi Taijun and Shi Xiangyun's grandfather. The girl, Taijun Shi, married into Jia Daishan's disciple, which is what we call Jia Mu. The son has three children, Shi Nai and Shi Ding, namely Baoling Hou and Zhongjing Hou. Another one is Shi Xiangyun's father or mother. I don't know this either, please add if anyone knows. Shi Xiangyun's parents only have Shi Xiangyun, and Shi Xiangyun married Wei Ruolan."
3903,8,person,Zhen Shiyin,"The surname is Zhen, the name is Fei, and the homophonic name is Shiyin. ""Zhen Shiyin"" means ""Zhen Shiyin"". There is a sentence in the book, ""I have experienced some dreams, so I hide the true story."" Just as Jia Yucun is a ""fake language village language"". Zhen Shiyin wrote it in contrast to Jia Yucun. In the first paragraph of the book, the author clearly stated the meaning of his writing of these two names. I wrote about Zhen Shiyin to write about a character who finally realized the world after experiencing separation of flesh and blood, fire in his home, and ups and downs in the second half of his life. He may be the shadow of the author himself, and he is also a clue that brings up the theme of the whole book."
3904,2,person,Xing Zhong,"Xing Xiuyan’s father, Mrs. Xing’s brother, and Xue Ke’s father-in-law. Because of the difficulties at home, he took his family to Beijing to join the Jia Mansion."
3905,7,person,Board,"Grandma Liu's grandson. In the sixth chapter of the novel, ""As soon as Liu Laolao enters Rongguo Mansion"", many vividly describe the images of Baner's unworldly village children. When he became an adult, he married Jia Qiaojie."
3906,5,person,Sun Shaozu,"Yingchun's husband Sun Shaozu fell to the Jia family when his family was in a difficult situation and begged for help. Later, Sun Shaozu attacked his official position in Beijing and ""waited for the easing of the Ministry of War."" After the decline of the Jia family, Sun Shaozu forced him to pay debts and trampled on him to welcome the spring. The verdict of Yingchun includes ""Yingchun meets Zhongshan Wolf"". Sun Shaozu in the painting is as tall as a strange beast, which is very terrifying. The form of ""Zhongshan Wolf"" is fully revealed. The interior details of this unhappy marriage of a weak and fierce husband seem to be able to be seen from the painting."
3907,2,person,Li Gui,"Mama Li, Baoyu's breast brother, and her personal follower. Although he didn't know books and learned to say ""Yoyou deer sings, lotus leaves and duckweeds"", he was quite sensible. When the naughty boys made a big fuss in the school, he tried to persuade him and pointed out what was wrong with everyone, and the trouble was settled. When Baoyu visited Qin Zhong, he was as comforted as his elder brother. He was also a decent male servant in the Jia Mansion, and had a servant to serve him."
3908,1,person,Zhao Tianliang,"Jia Lian’s tit brother."
3909,1,person,Zhao Tiandong,"Jia Lian’s tit brother."
3910,14,person,Jia Dairu,"Jia Dairu was an elder of the ""Dai"" generation in the Jia family. He had three major misfortunes in his life: he lost his father in his early years, his son in his middle age, and his grandson in his later years. Baoyu studied in school twice, and he also learned the eight-part essay from him. His son and daughter-in-law both died early, so he took on the responsibility of upbringing his grandson. He disciplined Jia Rui very strictly, and once Jia Rui stayed outside without authorization, he would be severely punished."
3911,4,person,Lai Da,"The son of Lai Mama and the father of Lai Shangrong. It was the ""family son"" that ""hadowed for two or three lifetimes and finally made it easy to get it out"". Because Lai Ma ""has served"" the old master of the Jia family and was ""appreciated"" by Jia Mu, he became the chief manager of the Rong Mansion."
3912,1,person,Zhao Guoji,"Aunt Zhao’s younger brother, male servant of Rong Mansion. He once went to school with Jia Huan. When Zhao Guoji died, Tanchun was managing his family. In order to send the amount of silver rewards, Aunt Zhao and Tanchun had a big fuss."
3913,3,person,Wu Gui,"Qingwen's uncle-in-law and uncle are honest and timid, and everyone calls him Gui'er."
3914,1,person,Flowers are fragrant,"Brother Hua Xiren, the eldest maid in Yihongyuan. Due to the difficulties in life, he and his parents sold Xiren to the Jia family. After his father died, his situation gradually improved, so he discussed with his mother to redeem the Xiren. Baoyu visited the Hua family privately, and met with him in fear, and was very attentive to entertain him. 120: The 1920: The writing was that his wife and relatives were used as a matchmaker and married Xiren to Jiang Yuhan."
3915,1,person,Wang Cheng's Father,"Wang Cheng's father met with the father of Mrs. Wang, the ancestor of Fengjie. Because of his greed for the snobbery of the Wang family, he even recognized the zong as his nephew."
3916,3,person,Wang Cheng,"Liu Laolao's in-laws, the father of Wang Gou'er. Due to the depression of the family business, the whole family moved to the countryside outside the city and died of illness shortly before Liu Laolao first entered the Grand View Garden."
3917,6,person,Dog,"Wang Cheng's son and Liu Laolao's son-in-law. His ancestors were once the officials of Xiaojing. Zhou Rui had his help in order to buy land in the past. Later, my family lost its power and worked as a farmer. In his poverty and distress, he heard the suggestion of Liu Laolao going to the Jia Mansion, and quickly encouraged Liu Laolao to go."
3918,4,person,Zhou Rui,"Leng Zixing's father-in-law. The butler of Rong Mansion."
3919,3,person,Lin Zhixiao,"The steward of Rongguo Mansion is responsible for managing the bank account and is very low-key in dealing with people."
3920,2,person,Bao Er,"Male servant of Jia family."
3921,3,person,Jin Wenxiang,"Yuanyang’s brother. He is the comprador in Jia Mu's house."
3922,2,person,Xianglian,"Primary school students in Jia Jiayi School."
3923,5,person,Jia Jun,"The great-grandson of the recent faction of Rongfu, the son of the Lou family. He was young and was best with Jia Lan when he was studying in a private school. Although he was young, he was ambitious and was extremely naughty and not afraid of others. When he was a naughty boy, he refused to suffer losses and was very naughty."
3924,4,person,Jia Lan,"Jia Lan is just a symbolic character in ""Dream of Red Mansions"", just a child with ""small heart and left-mindedness""."
3925,3,person,Jin Rong,"Jia Huang's wife's nephew."
3926,5,person,Mingyan,"Jia Baoyu's most capable scholar and servant are called Bei Ming. It is generally believed that roasting tea is tea smoke. However, the early version of ""Dream of Red Mansions"" did not explain the name change. The Cheng version and the later popular version explained in the twenty-four chapters: I saw Mingyan picking out the little Que'er there. Jia Yun stomped her feet behind him and said, ""Mingyan's little monkey is naughty again!"" Mingyan turned around and saw that it was Jia Yun, and she smiled and said, ""Why did Master Second Guard us for such a jump?"" Because she smiled again, ""I don't call me 'Mingyan' anymore. Our second Guard Bao thought the word 'Yan' was not good, so she changed it to 'Bai Ming'. The second Guard will just call me 'Bai Ming' tomorrow."" Jia Yun nodded and smiled and went into the study together, then sat down and asked, ""Have Master Bao got down?"""
